,label
549,not clickbait
1251,not clickbait
13112,not clickbait
941,not clickbait
11179,clickbait
13551,not clickbait
9576,clickbait
4075,clickbait
15470,not clickbait
1412,clickbait
8690,not clickbait
14538,clickbait
3790,not clickbait
9991,not clickbait
2569,not clickbait
2676,clickbait
12443,clickbait
10648,clickbait
5376,not clickbait
488,clickbait
13567,not clickbait
11137,clickbait
10340,clickbait
14980,clickbait
9361,not clickbait
11368,not clickbait
5964,not clickbait
1625,not clickbait
5905,not clickbait
12097,clickbait
1328,not clickbait
2246,clickbait
312,not clickbait
1459,not clickbait
13941,clickbait
12965,not clickbait
6528,clickbait
8288,clickbait
6260,clickbait
15178,not clickbait
3462,clickbait
15433,not clickbait
2598,clickbait
4725,not clickbait
11529,not clickbait
9312,not clickbait
8012,clickbait
7200,clickbait
12129,not clickbait
8807,clickbait
4739,not clickbait
593,not clickbait
7217,clickbait
10420,not clickbait
5195,clickbait
5207,clickbait
12414,clickbait
15094,clickbait
15186,clickbait
11437,not clickbait
14374,clickbait
2481,clickbait
4751,not clickbait
13472,not clickbait
14197,clickbait
9387,not clickbait
15637,not clickbait
3259,not clickbait
7520,not clickbait
7392,not clickbait
5556,clickbait
3629,clickbait
7339,not clickbait
4310,not clickbait
949,clickbait
10397,not clickbait
1326,not clickbait
7879,not clickbait
1931,clickbait
10382,not clickbait
10158,clickbait
7172,not clickbait
2949,not clickbait
9772,not clickbait
11216,not clickbait
6028,clickbait
3285,clickbait
3668,clickbait
15159,clickbait
2040,clickbait
11982,clickbait
1044,not clickbait
1863,clickbait
7410,not clickbait
15643,not clickbait
14123,clickbait
9579,clickbait
5125,not clickbait
11086,clickbait
7904,not clickbait
187,not clickbait
5911,clickbait
11254,clickbait
3280,not clickbait
9709,not clickbait
15791,not clickbait
6681,clickbait
45,not clickbait
8809,clickbait
13787,clickbait
8495,not clickbait
7430,clickbait
12847,clickbait
10992,not clickbait
10317,not clickbait
11456,clickbait
5129,not clickbait
2740,clickbait
5364,not clickbait
714,clickbait
10221,not clickbait
1452,not clickbait
11928,clickbait
5770,not clickbait
5330,not clickbait
15718,not clickbait
282,not clickbait
6480,clickbait
10617,clickbait
12466,not clickbait
11634,clickbait
2396,clickbait
7940,not clickbait
2821,not clickbait
5342,clickbait
3671,not clickbait
10737,not clickbait
12975,not clickbait
13521,not clickbait
6547,clickbait
10472,clickbait
7453,clickbait
3663,not clickbait
3660,not clickbait
470,not clickbait
4638,not clickbait
9787,clickbait
4134,not clickbait
9970,clickbait
13253,not clickbait
335,not clickbait
5952,not clickbait
7599,not clickbait
7725,clickbait
11182,not clickbait
2447,clickbait
1003,not clickbait
14645,not clickbait
14648,not clickbait
15872,not clickbait
5662,clickbait
7683,not clickbait
5114,not clickbait
10802,not clickbait
2328,not clickbait
14488,clickbait
15058,clickbait
11178,clickbait
13248,clickbait
1269,clickbait
7057,clickbait
907,not clickbait
13684,not clickbait
3920,not clickbait
15380,not clickbait
4431,clickbait
9833,clickbait
1269,not clickbait
3159,not clickbait
7819,not clickbait
7786,not clickbait
8811,not clickbait
12446,not clickbait
2619,clickbait
10779,clickbait
11797,clickbait
6497,clickbait
4955,clickbait
68,clickbait
2255,not clickbait
14726,not clickbait
7740,clickbait
3779,not clickbait
5989,clickbait
4411,clickbait
7676,not clickbait
596,not clickbait
10833,clickbait
7260,not clickbait
11742,clickbait
6711,not clickbait
6590,clickbait
6359,not clickbait
2564,not clickbait
2132,clickbait
4171,clickbait
7146,clickbait
11174,not clickbait
9724,clickbait
3438,clickbait
12267,not clickbait
677,not clickbait
4203,not clickbait
15931,not clickbait
1267,not clickbait
6626,not clickbait
14992,not clickbait
3587,clickbait
4195,clickbait
4915,clickbait
2395,clickbait
14883,not clickbait
6187,clickbait
12451,not clickbait
4028,not clickbait
6612,clickbait
3135,clickbait
11962,not clickbait
13660,clickbait
13376,clickbait
14184,clickbait
9295,not clickbait
7852,clickbait
11553,not clickbait
9616,not clickbait
7476,clickbait
9561,clickbait
4232,not clickbait
14271,clickbait
14732,not clickbait
9180,not clickbait
10882,not clickbait
11045,not clickbait
14588,clickbait
15780,not clickbait
3383,clickbait
11703,clickbait
13775,clickbait
14573,not clickbait
4137,not clickbait
12380,not clickbait
13973,not clickbait
7765,clickbait
9290,not clickbait
13251,clickbait
13104,not clickbait
3978,not clickbait
14793,not clickbait
13781,clickbait
4241,clickbait
8396,not clickbait
15975,not clickbait
7015,clickbait
14697,clickbait
315,clickbait
8365,clickbait
10115,clickbait
5370,not clickbait
2083,not clickbait
10095,not clickbait
3032,not clickbait
1195,not clickbait
8889,clickbait
13990,clickbait
7654,clickbait
5411,not clickbait
14741,not clickbait
660,clickbait
9381,clickbait
11410,not clickbait
2413,clickbait
12567,not clickbait
8120,clickbait
7420,clickbait
141,clickbait
8639,clickbait
6380,clickbait
4409,clickbait
7984,clickbait
7571,clickbait
8894,not clickbait
13944,not clickbait
3520,clickbait
3579,clickbait
10198,not clickbait
6287,not clickbait
13649,not clickbait
15048,not clickbait
8295,clickbait
10881,not clickbait
6992,not clickbait
14454,clickbait
4387,not clickbait
14566,not clickbait
15341,not clickbait
10315,clickbait
7426,not clickbait
2889,clickbait
7785,clickbait
1146,clickbait
6730,not clickbait
1297,clickbait
11834,not clickbait
3824,clickbait
12429,not clickbait
2822,not clickbait
8257,clickbait
4355,clickbait
9963,not clickbait
13287,clickbait
5169,clickbait
9309,clickbait
6188,clickbait
2148,clickbait
5554,clickbait
4331,clickbait
3953,not clickbait
12554,clickbait
5444,not clickbait
392,not clickbait
11521,clickbait
5727,not clickbait
1563,clickbait
1092,not clickbait
14796,clickbait
8393,clickbait
3981,clickbait
9932,not clickbait
12550,not clickbait
9396,not clickbait
4419,not clickbait
13320,not clickbait
14196,clickbait
2515,clickbait
8579,not clickbait
7663,not clickbait
13027,not clickbait
8558,clickbait
8506,not clickbait
1560,clickbait
8618,clickbait
9526,not clickbait
3862,not clickbait
1518,not clickbait
1535,clickbait
15108,not clickbait
2519,not clickbait
2541,clickbait
12314,clickbait
1717,clickbait
9359,clickbait
9166,not clickbait
10526,clickbait
1232,clickbait
3328,clickbait
8291,not clickbait
9467,clickbait
13521,clickbait
11547,not clickbait
11464,not clickbait
7001,not clickbait
13093,not clickbait
11798,not clickbait
8003,not clickbait
5611,clickbait
3940,not clickbait
903,not clickbait
11179,not clickbait
11028,clickbait
5648,not clickbait
3800,not clickbait
1282,not clickbait
382,clickbait
5249,clickbait
3973,not clickbait
14526,clickbait
1177,not clickbait
6412,not clickbait
5910,not clickbait
10660,clickbait
1202,not clickbait
1707,clickbait
14448,clickbait
3054,clickbait
11189,not clickbait
15174,not clickbait
14265,not clickbait
11087,not clickbait
6639,clickbait
6147,not clickbait
14445,not clickbait
1435,not clickbait
8180,clickbait
7919,clickbait
11308,clickbait
6583,clickbait
623,not clickbait
4611,clickbait
2500,not clickbait
1684,clickbait
1869,clickbait
14136,not clickbait
543,not clickbait
824,not clickbait
12600,clickbait
10602,clickbait
14565,not clickbait
13807,clickbait
14970,not clickbait
4845,clickbait
5307,clickbait
1053,not clickbait
13736,clickbait
7137,clickbait
7591,clickbait
2925,clickbait
15019,clickbait
5386,not clickbait
2575,clickbait
11289,clickbait
5284,not clickbait
3895,clickbait
5866,clickbait
11243,not clickbait
10789,clickbait
8318,not clickbait
11000,clickbait
1315,not clickbait
15548,not clickbait
12989,clickbait
10930,not clickbait
13925,not clickbait
11668,not clickbait
5840,clickbait
6663,not clickbait
4128,not clickbait
11026,not clickbait
12078,not clickbait
12279,clickbait
15573,not clickbait
3334,clickbait
3133,clickbait
10957,clickbait
14169,not clickbait
10144,clickbait
3366,clickbait
5786,clickbait
11896,clickbait
7936,not clickbait
9663,not clickbait
12558,not clickbait
464,clickbait
4707,clickbait
5202,clickbait
3025,clickbait
12570,clickbait
7575,clickbait
7041,clickbait
4351,clickbait
7338,not clickbait
974,not clickbait
1797,not clickbait
2047,not clickbait
10891,not clickbait
6987,clickbait
213,not clickbait
39,not clickbait
15359,not clickbait
8842,not clickbait
10844,clickbait
6245,not clickbait
13340,clickbait
10332,not clickbait
5883,not clickbait
3838,clickbait
7449,not clickbait
13011,clickbait
3715,not clickbait
2799,not clickbait
1793,not clickbait
1646,clickbait
13093,clickbait
7227,not clickbait
15322,not clickbait
13088,not clickbait
11386,clickbait
1831,not clickbait
8050,clickbait
11902,not clickbait
1632,clickbait
1361,clickbait
8377,clickbait
15867,not clickbait
14514,not clickbait
14638,clickbait
5742,not clickbait
2677,clickbait
11175,not clickbait
8927,not clickbait
5687,clickbait
1349,not clickbait
15261,not clickbait
10850,clickbait
12911,clickbait
4881,clickbait
12249,not clickbait
451,clickbait
8861,clickbait
6699,not clickbait
1796,clickbait
3961,clickbait
2909,clickbait
279,not clickbait
5032,not clickbait
1219,not clickbait
7511,clickbait
12128,clickbait
2616,not clickbait
1356,clickbait
5219,not clickbait
6401,not clickbait
10972,clickbait
6299,not clickbait
9191,clickbait
4347,not clickbait
2385,clickbait
4807,not clickbait
7576,clickbait
12701,not clickbait
6163,not clickbait
9530,clickbait
14704,not clickbait
5390,clickbait
6152,not clickbait
3362,clickbait
9665,clickbait
13514,clickbait
2014,not clickbait
15888,not clickbait
11374,not clickbait
6798,not clickbait
14094,clickbait
4073,not clickbait
4344,clickbait
13634,not clickbait
5987,clickbait
11432,clickbait
5654,clickbait
12114,not clickbait
3970,not clickbait
8073,clickbait
14310,clickbait
13271,clickbait
15737,not clickbait
5710,not clickbait
7960,not clickbait
3805,not clickbait
9726,clickbait
1655,clickbait
8683,not clickbait
1734,clickbait
5653,not clickbait
1400,clickbait
11981,clickbait
7954,not clickbait
8759,clickbait
11249,not clickbait
7401,clickbait
3759,not clickbait
6548,clickbait
4261,not clickbait
5253,clickbait
8074,clickbait
5256,clickbait
9266,clickbait
5695,not clickbait
12852,not clickbait
7103,clickbait
605,clickbait
4751,clickbait
10109,clickbait
14365,not clickbait
14175,not clickbait
2825,clickbait
14260,not clickbait
9972,not clickbait
1029,clickbait
15811,not clickbait
12778,clickbait
13275,not clickbait
211,not clickbait
7956,clickbait
13626,clickbait
5468,not clickbait
4324,clickbait
8590,not clickbait
7349,not clickbait
8929,clickbait
9238,clickbait
2410,not clickbait
2435,clickbait
3730,not clickbait
7413,clickbait
9281,clickbait
9657,not clickbait
2258,not clickbait
5668,not clickbait
1392,not clickbait
2300,clickbait
3519,clickbait
89,not clickbait
2457,clickbait
8860,clickbait
8937,not clickbait
5993,not clickbait
13554,clickbait
3370,clickbait
6117,clickbait
14056,clickbait
14920,not clickbait
14754,not clickbait
14080,not clickbait
11340,not clickbait
8778,not clickbait
13024,not clickbait
13924,not clickbait
9209,not clickbait
10676,clickbait
5960,not clickbait
705,not clickbait
3234,clickbait
11686,clickbait
15284,not clickbait
7440,not clickbait
3028,clickbait
11602,clickbait
8217,clickbait
9354,not clickbait
4677,clickbait
6343,not clickbait
8485,not clickbait
1300,not clickbait
14695,not clickbait
13310,not clickbait
12368,not clickbait
1929,clickbait
8368,not clickbait
4509,not clickbait
10127,not clickbait
13696,not clickbait
1603,clickbait
13031,not clickbait
2378,not clickbait
12331,clickbait
9680,not clickbait
3692,not clickbait
14919,not clickbait
14976,not clickbait
11017,not clickbait
13892,not clickbait
338,not clickbait
13150,not clickbait
3570,not clickbait
2254,not clickbait
9544,clickbait
5543,not clickbait
7946,not clickbait
12547,clickbait
6192,not clickbait
5002,clickbait
6602,clickbait
11051,clickbait
8961,not clickbait
4908,not clickbait
3475,clickbait
5930,clickbait
9354,clickbait
15951,not clickbait
7866,clickbait
5039,clickbait
13690,clickbait
11832,not clickbait
22,clickbait
10604,not clickbait
15328,not clickbait
2128,not clickbait
3172,clickbait
8191,clickbait
10261,not clickbait
844,not clickbait
2886,not clickbait
10077,clickbait
7136,not clickbait
5408,not clickbait
9749,clickbait
7311,clickbait
14509,clickbait
12517,not clickbait
6716,not clickbait
14549,not clickbait
5183,clickbait
10608,clickbait
11046,not clickbait
6213,not clickbait
10674,not clickbait
10932,clickbait
14600,not clickbait
663,not clickbait
10560,clickbait
9929,clickbait
9967,clickbait
1941,clickbait
2709,not clickbait
2144,clickbait
7179,clickbait
5566,not clickbait
6859,clickbait
12230,not clickbait
4218,not clickbait
15159,not clickbait
9403,not clickbait
217,clickbait
5075,clickbait
3724,clickbait
314,not clickbait
13402,clickbait
4853,clickbait
14473,clickbait
12814,not clickbait
7773,clickbait
7202,clickbait
803,clickbait
7097,clickbait
12194,not clickbait
7089,clickbait
9824,not clickbait
2906,not clickbait
17,not clickbait
6661,clickbait
5831,not clickbait
12829,clickbait
881,not clickbait
13039,clickbait
12809,not clickbait
14079,not clickbait
10158,not clickbait
6327,clickbait
15747,not clickbait
10185,not clickbait
7585,not clickbait
11426,clickbait
9747,clickbait
854,clickbait
160,not clickbait
14866,clickbait
9539,not clickbait
11875,clickbait
10741,not clickbait
8338,not clickbait
12552,not clickbait
14435,not clickbait
11394,clickbait
4697,not clickbait
4063,not clickbait
1247,clickbait
14553,not clickbait
6169,clickbait
12325,not clickbait
3791,not clickbait
10583,not clickbait
12655,clickbait
10745,clickbait
3901,not clickbait
15807,not clickbait
7359,clickbait
11173,not clickbait
10904,not clickbait
13817,clickbait
11185,clickbait
4742,clickbait
3758,not clickbait
7784,not clickbait
708,not clickbait
7813,not clickbait
9217,clickbait
9141,clickbait
12670,clickbait
1349,clickbait
1105,not clickbait
15899,not clickbait
11753,clickbait
7013,not clickbait
14828,not clickbait
10737,clickbait
1424,clickbait
1747,not clickbait
12225,not clickbait
9785,clickbait
12064,not clickbait
8792,not clickbait
2731,clickbait
9319,clickbait
13745,clickbait
12281,not clickbait
8571,not clickbait
11723,not clickbait
14910,clickbait
6671,clickbait
3925,not clickbait
8865,not clickbait
11728,not clickbait
8394,clickbait
6122,clickbait
3762,not clickbait
6604,clickbait
4313,clickbait
94,clickbait
10063,clickbait
4178,not clickbait
9656,not clickbait
1755,not clickbait
4668,clickbait
10414,clickbait
14941,not clickbait
11546,not clickbait
6900,clickbait
3659,clickbait
10053,clickbait
12898,clickbait
9446,clickbait
240,not clickbait
15042,clickbait
13177,not clickbait
14441,clickbait
10346,not clickbait
8385,clickbait
11294,not clickbait
3526,not clickbait
12460,clickbait
6458,clickbait
12740,not clickbait
11510,clickbait
6548,not clickbait
9346,clickbait
9711,not clickbait
11085,not clickbait
3270,clickbait
9021,not clickbait
2785,clickbait
7879,clickbait
13007,clickbait
4277,not clickbait
12532,clickbait
927,clickbait
10024,clickbait
10073,not clickbait
7946,clickbait
11495,not clickbait
15226,not clickbait
13860,clickbait
3006,not clickbait
2207,not clickbait
6525,not clickbait
2371,clickbait
13264,not clickbait
8808,not clickbait
4483,not clickbait
11268,clickbait
2162,clickbait
9417,clickbait
6522,not clickbait
1359,not clickbait
14384,not clickbait
11830,clickbait
1710,not clickbait
14435,clickbait
10900,not clickbait
1684,not clickbait
8769,clickbait
12841,clickbait
5809,clickbait
1945,not clickbait
4159,not clickbait
4096,clickbait
11643,clickbait
6734,not clickbait
6452,not clickbait
2872,clickbait
9012,clickbait
5302,clickbait
12137,not clickbait
7362,clickbait
7496,not clickbait
15616,not clickbait
12691,clickbait
1266,clickbait
416,clickbait
1140,not clickbait
1406,clickbait
1786,not clickbait
5868,not clickbait
8587,not clickbait
9738,not clickbait
11623,clickbait
4975,not clickbait
1658,clickbait
9943,not clickbait
5705,clickbait
9701,not clickbait
2520,not clickbait
6252,clickbait
10384,clickbait
11424,not clickbait
13283,clickbait
9162,clickbait
12569,clickbait
11645,not clickbait
1089,clickbait
6616,clickbait
4424,not clickbait
4896,not clickbait
3469,clickbait
1517,clickbait
5522,not clickbait
3225,not clickbait
9657,clickbait
3220,not clickbait
4264,not clickbait
5710,clickbait
4792,clickbait
3765,not clickbait
5646,not clickbait
10594,clickbait
10354,clickbait
4846,not clickbait
12444,not clickbait
7373,not clickbait
2982,clickbait
9604,clickbait
2037,clickbait
6074,clickbait
6650,not clickbait
3228,not clickbait
5841,not clickbait
6087,clickbait
6911,not clickbait
4760,clickbait
13652,not clickbait
2437,clickbait
1280,clickbait
511,clickbait
5544,not clickbait
15039,not clickbait
5502,not clickbait
5248,not clickbait
10378,clickbait
11481,clickbait
4408,clickbait
10526,not clickbait
278,not clickbait
288,not clickbait
13248,not clickbait
2529,clickbait
11081,clickbait
13955,clickbait
1657,clickbait
6289,clickbait
1914,not clickbait
3991,clickbait
8923,clickbait
6019,not clickbait
11699,not clickbait
11741,not clickbait
4376,not clickbait
14605,not clickbait
12352,not clickbait
7343,clickbait
7176,not clickbait
8440,not clickbait
1315,clickbait
13592,not clickbait
12297,clickbait
3296,clickbait
6672,clickbait
446,not clickbait
10062,not clickbait
12833,clickbait
559,not clickbait
1227,clickbait
11285,not clickbait
5313,clickbait
15169,clickbait
5539,clickbait
8488,not clickbait
11640,clickbait
13547,not clickbait
6042,clickbait
13808,clickbait
5747,clickbait
2219,clickbait
13479,clickbait
5657,clickbait
8926,not clickbait
160,clickbait
7969,clickbait
3569,not clickbait
14886,clickbait
6256,not clickbait
9857,clickbait
7663,clickbait
4094,not clickbait
963,not clickbait
12717,clickbait
8458,clickbait
12919,not clickbait
3489,not clickbait
10034,clickbait
11008,clickbait
15142,not clickbait
10863,not clickbait
13725,clickbait
1815,clickbait
3656,clickbait
15805,not clickbait
6978,not clickbait
7523,clickbait
7658,not clickbait
3947,not clickbait
4452,clickbait
1900,clickbait
2568,clickbait
7848,not clickbait
13982,clickbait
14847,clickbait
7688,not clickbait
12548,not clickbait
10845,not clickbait
2499,not clickbait
1011,clickbait
5600,not clickbait
4607,clickbait
15154,clickbait
12450,clickbait
14591,not clickbait
6400,not clickbait
2142,not clickbait
2167,not clickbait
5179,clickbait
11473,not clickbait
10938,clickbait
12520,clickbait
1921,clickbait
5167,not clickbait
2792,clickbait
14839,not clickbait
15864,not clickbait
7232,not clickbait
3425,clickbait
11741,clickbait
12575,not clickbait
11280,clickbait
8863,clickbait
1183,not clickbait
306,clickbait
10265,not clickbait
15014,clickbait
5141,not clickbait
6128,clickbait
8486,clickbait
13639,clickbait
8626,clickbait
1365,clickbait
3841,clickbait
8684,clickbait
14777,not clickbait
4262,clickbait
15026,clickbait
8068,clickbait
789,not clickbait
6126,clickbait
1683,clickbait
9265,not clickbait
2291,clickbait
11706,clickbait
3207,not clickbait
9144,not clickbait
5965,clickbait
2406,clickbait
9649,not clickbait
4693,clickbait
15206,not clickbait
13298,not clickbait
11014,clickbait
490,not clickbait
5107,clickbait
8948,not clickbait
10955,not clickbait
9681,not clickbait
12908,clickbait
9976,not clickbait
493,clickbait
155,clickbait
11985,not clickbait
14808,not clickbait
4336,clickbait
6851,not clickbait
9950,clickbait
8110,not clickbait
10201,not clickbait
14516,not clickbait
5087,clickbait
10573,clickbait
15028,not clickbait
12824,clickbait
7677,clickbait
9736,clickbait
4170,clickbait
10487,clickbait
436,clickbait
625,clickbait
3130,clickbait
10323,clickbait
1132,not clickbait
10329,not clickbait
1634,clickbait
1057,clickbait
3172,not clickbait
892,clickbait
15848,not clickbait
3715,clickbait
7277,not clickbait
5151,not clickbait
13465,clickbait
10453,clickbait
8841,clickbait
15134,clickbait
14268,clickbait
14637,clickbait
10124,not clickbait
340,clickbait
1668,not clickbait
14933,not clickbait
13197,not clickbait
12296,not clickbait
13096,clickbait
3720,clickbait
8105,not clickbait
6900,not clickbait
14182,clickbait
12726,clickbait
4929,clickbait
11957,not clickbait
14807,not clickbait
218,clickbait
8196,not clickbait
15649,not clickbait
5316,not clickbait
10363,not clickbait
277,clickbait
12356,clickbait
15165,clickbait
15699,not clickbait
14876,clickbait
14848,not clickbait
9345,clickbait
9106,clickbait
11705,clickbait
6129,not clickbait
4547,not clickbait
13593,clickbait
14102,clickbait
6430,not clickbait
12056,clickbait
1373,clickbait
9955,clickbait
13168,not clickbait
13875,clickbait
10933,not clickbait
4280,not clickbait
15207,not clickbait
214,clickbait
6524,clickbait
7573,not clickbait
13826,clickbait
12923,clickbait
8408,not clickbait
3160,not clickbait
3836,not clickbait
6784,clickbait
5184,clickbait
9795,clickbait
15274,not clickbait
10271,clickbait
6787,clickbait
5320,clickbait
2286,clickbait
12126,not clickbait
2738,clickbait
8944,clickbait
2352,not clickbait
11682,not clickbait
14590,clickbait
1183,clickbait
1052,not clickbait
10714,clickbait
14040,clickbait
5198,clickbait
14274,not clickbait
2389,not clickbait
12910,not clickbait
12506,clickbait
9392,not clickbait
10776,not clickbait
11582,not clickbait
13332,clickbait
11532,not clickbait
12860,not clickbait
2024,clickbait
12606,not clickbait
3709,not clickbait
791,not clickbait
14290,clickbait
12706,not clickbait
9865,not clickbait
11519,clickbait
13385,not clickbait
10967,clickbait
9846,not clickbait
3921,not clickbait
11729,not clickbait
11885,clickbait
10086,not clickbait
3869,clickbait
3090,not clickbait
6532,not clickbait
13965,clickbait
10136,not clickbait
8108,not clickbait
6990,not clickbait
10293,not clickbait
15788,not clickbait
12614,clickbait
6524,not clickbait
13030,clickbait
3396,not clickbait
12344,not clickbait
10196,not clickbait
10963,not clickbait
13717,not clickbait
10457,clickbait
9670,not clickbait
10157,not clickbait
5652,clickbait
2813,clickbait
876,not clickbait
9869,clickbait
689,clickbait
7787,not clickbait
7817,clickbait
6988,clickbait
6871,not clickbait
1818,clickbait
7536,not clickbait
10500,clickbait
4462,clickbait
10924,not clickbait
1505,clickbait
8557,not clickbait
12882,not clickbait
6218,not clickbait
7551,clickbait
9853,clickbait
8906,not clickbait
6406,clickbait
7821,clickbait
2763,not clickbait
5563,not clickbait
9879,not clickbait
13903,not clickbait
13218,clickbait
1090,clickbait
11215,not clickbait
2002,clickbait
14676,not clickbait
9217,not clickbait
13810,clickbait
13951,clickbait
6712,not clickbait
1927,clickbait
14821,not clickbait
10106,clickbait
5265,clickbait
8830,clickbait
8156,clickbait
3048,not clickbait
5833,clickbait
8836,clickbait
1190,clickbait
10074,not clickbait
765,clickbait
7982,clickbait
5039,not clickbait
1474,not clickbait
8997,clickbait
555,not clickbait
5328,not clickbait
3821,clickbait
5928,clickbait
2833,not clickbait
1877,not clickbait
1085,not clickbait
11866,clickbait
12617,not clickbait
7173,not clickbait
12804,not clickbait
6898,not clickbait
8597,not clickbait
14680,clickbait
3808,not clickbait
13228,not clickbait
3601,not clickbait
15146,not clickbait
665,clickbait
4281,not clickbait
8703,clickbait
3347,not clickbait
5367,clickbait
13218,not clickbait
12861,not clickbait
3625,not clickbait
5280,clickbait
6503,clickbait
12929,not clickbait
11450,clickbait
4289,clickbait
7163,clickbait
13334,not clickbait
1792,clickbait
3570,clickbait
1927,not clickbait
2017,not clickbait
2450,not clickbait
4514,clickbait
11543,clickbait
3631,clickbait
9096,not clickbait
4106,clickbait
14930,clickbait
7749,clickbait
8370,not clickbait
9104,clickbait
12376,not clickbait
9289,clickbait
11310,not clickbait
8970,clickbait
6354,clickbait
7175,not clickbait
12326,clickbait
2474,clickbait
5052,not clickbait
809,clickbait
12286,not clickbait
4547,clickbait
14233,clickbait
13330,not clickbait
13644,not clickbait
1814,not clickbait
11613,not clickbait
11558,not clickbait
5123,clickbait
10817,not clickbait
5358,not clickbait
12943,not clickbait
14827,not clickbait
9548,not clickbait
3099,clickbait
3223,clickbait
527,clickbait
2103,not clickbait
11577,not clickbait
2466,not clickbait
7941,not clickbait
11323,not clickbait
8936,not clickbait
2292,clickbait
10625,clickbait
10601,not clickbait
4059,not clickbait
10758,clickbait
12779,not clickbait
6839,clickbait
6974,clickbait
5,not clickbait
6387,clickbait
14586,not clickbait
13624,clickbait
263,clickbait
7735,clickbait
13476,not clickbait
15568,not clickbait
10659,not clickbait
5377,clickbait
8233,not clickbait
5967,not clickbait
547,clickbait
12185,clickbait
8378,clickbait
14873,not clickbait
14404,clickbait
11873,clickbait
8609,not clickbait
1073,not clickbait
12932,clickbait
14332,not clickbait
13707,not clickbait
13371,clickbait
9371,not clickbait
11061,not clickbait
12221,not clickbait
1762,clickbait
15067,not clickbait
14981,clickbait
7332,clickbait
3126,clickbait
9588,clickbait
13160,not clickbait
7776,clickbait
14077,clickbait
13580,clickbait
8904,not clickbait
10477,clickbait
10671,not clickbait
11880,clickbait
4867,clickbait
5005,not clickbait
7974,clickbait
4805,clickbait
13395,clickbait
9500,clickbait
8125,not clickbait
671,clickbait
15219,clickbait
8569,not clickbait
11874,not clickbait
8785,clickbait
15136,clickbait
2257,clickbait
12454,not clickbait
4189,clickbait
1908,clickbait
2741,not clickbait
6180,clickbait
1222,clickbait
1343,not clickbait
5903,not clickbait
4500,clickbait
9071,not clickbait
4434,clickbait
15918,not clickbait
7961,not clickbait
13510,not clickbait
13382,not clickbait
2798,clickbait
8938,clickbait
9224,clickbait
5103,not clickbait
7917,clickbait
3701,clickbait
3367,clickbait
7101,not clickbait
13377,not clickbait
4160,clickbait
12122,clickbait
10979,clickbait
11890,clickbait
15257,not clickbait
2376,not clickbait
5115,not clickbait
11814,not clickbait
9199,not clickbait
1597,clickbait
11882,clickbait
1427,clickbait
10823,not clickbait
12482,not clickbait
1311,not clickbait
8324,not clickbait
9643,clickbait
10909,clickbait
4039,clickbait
2312,not clickbait
2631,clickbait
7281,not clickbait
1169,clickbait
3481,not clickbait
10767,not clickbait
9544,not clickbait
11793,clickbait
2048,clickbait
6008,clickbait
12355,not clickbait
5062,clickbait
10180,clickbait
14379,not clickbait
6229,not clickbait
10978,not clickbait
2113,not clickbait
11735,not clickbait
11591,not clickbait
2259,clickbait
9706,clickbait
4712,not clickbait
5069,clickbait
13349,not clickbait
12416,not clickbait
9563,not clickbait
1115,clickbait
15224,not clickbait
12247,not clickbait
11768,clickbait
13129,not clickbait
6877,clickbait
6585,not clickbait
3665,clickbait
9576,not clickbait
4410,not clickbait
1344,clickbait
10065,not clickbait
14987,not clickbait
10875,not clickbait
102,clickbait
14308,clickbait
9150,clickbait
3136,clickbait
8172,clickbait
1630,not clickbait
8891,not clickbait
5643,clickbait
11320,clickbait
3474,not clickbait
1887,not clickbait
5425,not clickbait
9945,not clickbait
5084,not clickbait
4550,clickbait
1467,not clickbait
3342,clickbait
11604,not clickbait
8231,clickbait
10341,clickbait
4684,clickbait
13548,not clickbait
399,not clickbait
14867,clickbait
13091,not clickbait
13377,clickbait
9846,clickbait
2015,clickbait
14889,not clickbait
8429,not clickbait
13422,not clickbait
151,clickbait
13032,clickbait
11568,clickbait
12866,not clickbait
12633,clickbait
14179,not clickbait
6991,not clickbait
9952,not clickbait
12404,clickbait
14436,clickbait
12055,not clickbait
9285,clickbait
2076,not clickbait
8813,not clickbait
1710,clickbait
718,not clickbait
14238,clickbait
4740,not clickbait
12210,not clickbait
1189,clickbait
3564,not clickbait
1408,not clickbait
5896,clickbait
9459,clickbait
4526,not clickbait
13621,not clickbait
7330,not clickbait
3976,not clickbait
12402,clickbait
2,not clickbait
4185,clickbait
12004,not clickbait
14274,clickbait
12528,clickbait
12052,clickbait
9104,not clickbait
8824,not clickbait
2647,not clickbait
119,not clickbait
7771,clickbait
10992,clickbait
12090,not clickbait
9229,clickbait
14368,clickbait
13320,clickbait
9819,not clickbait
4537,clickbait
3364,not clickbait
2269,clickbait
8569,clickbait
2877,clickbait
11704,clickbait
14598,clickbait
8723,clickbait
12000,not clickbait
15448,not clickbait
12514,not clickbait
13855,clickbait
15540,not clickbait
3951,clickbait
13308,clickbait
2954,clickbait
6348,not clickbait
15307,not clickbait
1791,not clickbait
10041,clickbait
14495,clickbait
48,clickbait
14894,not clickbait
14783,not clickbait
15143,not clickbait
4947,not clickbait
4784,not clickbait
11712,not clickbait
3395,not clickbait
7861,clickbait
6113,not clickbait
11670,clickbait
10828,not clickbait
6040,clickbait
3840,clickbait
8033,not clickbait
4316,not clickbait
